,Title,Publication type,Link to publication,Abstract,Zotero link,Date published,FirstName2,Publisher,Journal,Date added,Col key
3667,Teaching intelligence in the twenty-first century: towards an evidence-based approach for curriculum design,Journal article,https://doi.org/10.1080/02684527.2017.1328852,"Since 9/11, the ‘Five Eyes’ countries have seen a dramatic rise in intelligence training and education courses across the national security and law enforcement contexts. However, there remains little publicly available empirical evidence to demonstrate specifically where improvements have been made to workplace practices and processes as a result of this investment. This article, argues that the education sector in the intelligence discipline lacks an evaluation research agenda, for validating the workplace effectiveness of training and education programs. Further, a first step in understanding whether curriculum are ‘fit for purpose’ may be articulating some underlying common normative principles for evaluating programs in any intelligence context.",https://www.zotero.org/groups/intelligence_bibliography/items/7IH5HED7,"November 10, 2017",Patrick F. Walsh,,Intelligence and National Security,2020-12-30T08:22:25Z,"['HCN8YFI8', 'H28QZ8XV']"
3668,"Teaching intelligence: briefing books, murder boards, and stirring scenarios",Journal article,https://doi.org/10.1080/02684527.2017.1328829,"This essay begins with a look at several ingredients – such as subject mastery and careful course planning – that, combined, can lead to effective teaching. It then turns to some classroom activities that have proven to catch the attention of students and help them to learn about the intricacies of national security intelligence. These activities include the preparation of congressional briefing books related to mock hearings on intelligence programs; ‘murder boards’ that sharpen the critiquing skills of students, as well as their ability to speak more forcefully and convincingly; and the use of dramatic scenarios to spark classroom discussions about ethical challenges faced by intelligence agencies.",https://www.zotero.org/groups/intelligence_bibliography/items/9LNE2U8C,"November 10, 2017",Loch K. Johnson,,Intelligence and National Security,2020-12-30T08:21:52Z,"['HCN8YFI8', 'H28QZ8XV']"
3669,The way of the Norse Ravens: merging profession and academe in Norwegian national intelligence higher education,Journal article,https://doi.org/10.1080/02684527.2017.1328833,"The ‘problem’ of designing a professional intelligence education conforming to nationally accredited standards for higher education is resolved by the Norwegian Defence Intelligence School’s accredited programme offered to professional intelligence officers from the broader Norwegian intelligence community. The programme provides an opportunity to develop academic knowledge of intelligence without interrupting career progression, and serves as a forum for developing a shared sense of community within Norway’s security and intelligence bureaucracy. Focusing on four core ‘academic’ intelligence modules, this paper introduces the origins of the school and the rationale for the programme, presents and discusses the subject matter taught throughout the programme and concludes with reflections of the realization of the initial vision.",https://www.zotero.org/groups/intelligence_bibliography/items/IAGTRN92,"November 10, 2017","Huw Dylan, Michael S. Goodman, Peter Jackson, Pia Therese Jansen, Joe Maiolo, Tore Pedersen",,Intelligence and National Security,2020-12-30T08:21:46Z,"['HCN8YFI8', 'H28QZ8XV']"
3670,"Less is more, and more professional: reflections on building an ‘ideal’ intelligence program",Journal article,https://doi.org/10.1080/02684527.2017.1328822,"Offered the chance to create an intelligence studies program from scratch at The Catholic University of America, this recently retired career CIA officer and historian decided on two fundamentals. First, an ideal intelligence program would take a ‘Goldilocks’ approach, neither relegating intelligence to the fringes (as academia has done in the past) nor elevating it to a degree program (as is the approach at dozens of US colleges and universities). Because US intelligence agencies prefer their candidates for employment to have substantive knowledge of global issues and language skills, a certificate or minor program in intelligence will educate students about intelligence without depriving them of the opportunity to major in a substantive field. Second, an ideal program will involve former professional intelligence officers to a high degree; too many academic programs in intelligence suffer from the metaphorical ‘Bulgaria problem’ in which alleged experts on Bulgaria don’t speak the language, have never been to Bulgaria, and don’t see their lack of experience on Bulgaria as a problem. Smaller programs, taught mostly by retired practitioners, are the ideal for intelligence studies.",https://www.zotero.org/groups/intelligence_bibliography/items/NK4X7SRA,"November 10, 2017",Nicholas Dujmovic,,Intelligence and National Security,2020-12-30T08:21:34Z,"['HCN8YFI8', 'H28QZ8XV']"
3671,“Why don’t you teach a course about intelligence?”,Journal article,https://doi.org/10.1080/02684527.2017.1328850,"This article notes that it was a student who suggested to me that I teach a course on intelligence. After some thought, I acted on his idea. Selecting books for the course was a significant task. One ‘lesson learned’ in doing so was that, while some books on intelligence can be great reading for those already knowledgeable on the basics, they can be too sophisticated for undergraduates who (like most Americans) are ignorant about U.S. intelligence agencies and their place in the larger government. Other books have been nearly perfect for such students. Since Villanova University is a few hours from Washington, D.C., students have rarely encountered anyone who actually works in intelligence. Therefore, bringing alumni of our school who do just that work back to campus helps the course seem less ‘ivory tower’ to students. As I am a historian, as much as a political scientist, I find that certain documents I have found in archives can be fascinating reading for students in the course.",https://www.zotero.org/groups/intelligence_bibliography/items/PJTYXEFY,"November 10, 2017",David M. Barrett,,Intelligence and National Security,2020-12-30T08:19:38Z,"['HCN8YFI8', 'H28QZ8XV']"
3672,Teaching intelligence in a volatile environment,Journal article,https://doi.org/10.1080/02684527.2017.1328849,"The article discusses the development of intelligence studies in recent decades, reflected in many of the characteristics of other disciplines, among them venues for unclassified literature on intelligence, participation in academic conferences, and the significant growth of degree- or certificate-based graduate or undergraduate programs. The article goes on to discuss the need to ensure that the teaching of intelligence reflects changes in the two fundamental environments in which intelligence must operate, that is, an operational environment no longer marked by the predominance of a closed state peer adversary, and an information and information technology environment reflecting the dramatic changes that have taken place – and continue to take place – in that latter environment. Teaching intelligence in these complex and fluid environments will require a careful balance between addressing intelligence structures, processes, and methods that characterized 20th century intelligence with at least the likelihood that many of those fundamentals will require replacement or significant redefinition to meet twenty-first century needs. In these circumstances, teaching intelligence must mean preparing students to operate within – if not to create – an intelligence of the future.",https://www.zotero.org/groups/intelligence_bibliography/items/HGK7MXM4,"November 10, 2017",William M. Nolte,,Intelligence and National Security,2020-12-30T08:22:18Z,"['HCN8YFI8', 'H28QZ8XV']"
3673,"My take on teaching intelligence: why, what, and how",Journal article,https://doi.org/10.1080/02684527.2017.1328856,"This article is a summation of the emphases I place in my teaching about intelligence, both in academic settings and in courses presented to government and commercial clients. The main goal is to demystify and deromanticize intelligence, to present it as a normal function of government and one that has moral and ethical standards and can exist compatibly within a democratic government. The article also discusses suggested course readings, some successful term paper topics and the concept of graduate intelligence courses as a type of professional training. The article also notes some themes emphasized in courses on training new analysts in their required skill sets.",https://www.zotero.org/groups/intelligence_bibliography/items/SGKXUK4B,"November 10, 2017",Mark M. Lowenthal,,Intelligence and National Security,2020-12-30T08:22:11Z,"['HCN8YFI8', 'H28QZ8XV']"
3674,Experiencing the art of intelligence: using simulations/gaming for teaching intelligence and developing analysis and production skills,Journal article,https://doi.org/10.1080/02684527.2017.1328851,"This article discusses the use of experiential (or active) learning methods – specifically the use of simulations, exercises, and games – to enhance student learning in intelligence courses at universities to prepare students for careers in intelligence organizations. The article argues that most disciplines and academic fields employ laboratories, simulations, internships, and practical exercises when the learning objective is to develop the required skills to successfully practice a professional discipline. The use of active learning techniques challenges prospective intelligence professionals to learn by exercising previously learned concepts, frameworks, and tools in simulated ‘real world’ scenarios, leading them to gradually become more technically skillful and effective.",https://www.zotero.org/groups/intelligence_bibliography/items/FDTBULTK,"November 10, 2017","William J. Lahneman, Rubén Arcos",,Intelligence and National Security,2020-12-30T08:22:03Z,"['HCN8YFI8', 'H28QZ8XV']"
3675,"The what, why, who, and how of teaching intelligence: the Leicester approach",Journal article,https://doi.org/10.1080/02684527.2017.1328821,"This article uses our experience of teaching a postgraduate course in Intelligence Studies as a basis for discussion of core issues relating to contemporary intelligence education. After situating our understanding of Intelligence Studies in the context of wider debates about its nature and purpose, the article goes on to discuss key questions of how, who, and what we teach when we teach ‘intelligence’. It discusses the pedagogical benefits of a Distance Learning approach to teaching intelligence. It presents a picture of variegated demand arising from a dynamic and expanding professional sector and the continued appeal of studying the subject to non-professionals. It concludes that in providing ‘education’ rather than ‘training’ and taking a constructivist approach to learning as a shared journey, the ‘Leicester Approach’ can both improve the practice of intelligence and widen participation in key debates about intelligence.",https://www.zotero.org/groups/intelligence_bibliography/items/LAKISCRV,"November 10, 2017","Helen Dexter, Mark Phythian, David Strachan-Morris",,Intelligence and National Security,2020-12-30T08:21:18Z,"['HCN8YFI8', 'H28QZ8XV']"
3676,"Historical case studies in intelligence education: best practices, avoidable pitfalls",Journal article,https://doi.org/10.1080/02684527.2017.1328854,"This paper identifies best practices for the selection and delivery of historical cases for use in intelligence studies education. These pedagogical imperatives (and avoidable pitfalls) apply to different levels of instruction and are relevant both for public and classified instruction. Drawing upon relevant social science scholarship on the use of historical case studies, the authors propose methods to select appropriate cases tailoured to achieve desired learning outcomes, to promote active learning and to avoid common problems such as hindsight bias, oversimplified single-narrative interpretations and prepackaged ‘lessons learned’ devoid of historical context.",https://www.zotero.org/groups/intelligence_bibliography/items/XRBJ8V56,"November 10, 2017","Joseph Caddell Jr, Joseph Caddell Sr",,Intelligence and National Security,2020-12-30T08:19:52Z,"['HCN8YFI8', 'H28QZ8XV']"
3677,"Intelligence and grand strategy - Research Portal, King's College, London",Thesis,https://kclpure.kcl.ac.uk/portal/en/theses/intelligence-and-grand-strategy(5bfc9557-c08d-43d3-9686-0f0f035bb70c).html,,https://www.zotero.org/groups/intelligence_bibliography/items/4WZEBTZD,01 November 2020,Matthew Hefler,,,2021-02-15T09:39:15Z,"['HCN8YFI8', 'D67KFVND']"
3678,British Strategy and Intelligence in the Suez Crisis,Book,https://www.palgrave.com/gp/book/9783319314525,"This book traces the activities of the Secret Intelligence Service (SIS/MI6) and the Joint Intelligence Committee (JIC) during the Suez Crisis, one of the most infamous episodes of British foreign policy. In doing so it identifies broader lessons not only about the events of 1956, but about the place of intelligence in strategy itself. It provides both an exploration of the relationship between intelligence and strategy at the conceptual level, and also a historical account, and strategic analysis of, the performance of the Joint Intelligence Committee and the Secret Intelligence Service during this time. Focusing on the period immediately before, during, and after the crisis, Danny Steed brings together a complete picture of intelligence story in Britain that has so far eluded comprehensive treatment in the Suez historiography. Through extensive consultation of declassified archival sources, a re-examination of often referred to sources, and the employment of oral history, this study identifies the most significant lessons about the use of intelligence revealed by the Suez Crisis.",https://www.zotero.org/groups/intelligence_bibliography/items/LSQUYYNT,2016,Danny Steed,Palgrave Macmillan,,2021-05-24T21:32:48Z,"['HCN8YFI8', 'D67KFVND', '6XBG92FJ']"
3679,Another Missing Dimension? Foreign Languages in World War II Intelligence,Journal article,https://doi.org/10.1080/02684527.2010.489779,"This article argues that foreign languages are another part of the ‘missing dimension’ of intelligence. By examining the role of linguists in Y stations and at Bletchley Park in the Second World War, the article explores the institutional language policies developed for intelligence, and the working practices of those with foreign language skills. The article suggests that certain issues raised by this case study might be usefully examined in other intelligence contexts: the ways in which foreign language requirements are officially represented, the problematics of foreignness for recruiters, the status and identities of language workers, and the implications of professional translation practice within an intelligence environment.",https://www.zotero.org/groups/intelligence_bibliography/items/63G2ZA95,"June 1, 2010",Hilary Footitt,,Intelligence and National Security,2021-05-21T21:41:35Z,"['4BH8AYZE', 'SCCGXHMZ', 'AZ3BZ9BR']"
3680,"The Baghdad Set: Iraq through the Eyes of British Intelligence, 1941–45",Book,https://doi.org/10.1007/978-3-030-15183-6,,https://www.zotero.org/groups/intelligence_bibliography/items/6W3ZFHMX,2019,Adrian O'Sullivan,Springer Nature,,2021-08-24T11:01:28Z,"['4BH8AYZE', 'SCCGXHMZ']"
3681,WWII Intel Operations in Argentina,Webpage,https://www.fbi.gov/news/stories/special-intelligence-service-in-argentina-during-wwii,"During World War II, Argentina was a hotbed of intrigue and proved to be a tough environment for the FBI’s Special Intelligence Service (SIS), whose mission was to identify and counter Nazi operatives in South America.",https://www.zotero.org/groups/intelligence_bibliography/items/JTJV8WSF,,,,,2021-06-07T06:57:45Z,"['4BH8AYZE', 'SCCGXHMZ']"
3682,"Anglo-American Naval Intelligence Co-operation in the Pacific, 1944–45",Journal article,https://doi.org/10.1080/02684520701718211,"This study illustrates some of the strengths, weaknesses, problems and pitfalls inherent in coalition use of intelligence. In addition it highlights a neglected aspect of the history of intelligence in the Second World War. The role of intelligence in the naval war against Japan has long been acknowledged. However, in the main this has been focused upon the early years of the war, in particular the role of grand strategic level intelligence in uncovering the attack on Pearl Harbor and military strategic level intelligence giving the United States Navy a decisive advantage at the Battle of Midway. This article seeks to examine the impact of intelligence in the latter stages of the war. It explores the way in which the two allies shared and utilised intelligence at each level of war, strategic, military, operational and tactical.",https://www.zotero.org/groups/intelligence_bibliography/items/67K7YL99,"October 1, 2007",Jon Robb-Webb,,Intelligence and National Security,2021-05-21T21:54:44Z,"['4BH8AYZE', 'SCCGXHMZ']"
3683,"Intelligence, Diplomacy and the Swedish Dilemma: The Special Operations Executive in Neutral Sweden, 1939–45",Journal article,https://doi.org/10.1080/02684520701718146,"This article will survey the activities of Special Operations Executive (SOE) in Sweden during the course of the Second World War. Under the constraints of a foreign policy that sought to gradually encourage the government of Sweden to become more pro-allied rather than pro-axis and ‘non-belligerent’, SOE nonetheless entered Sweden with hopes of developing a series of contacts with groups and individuals that could be turned into active resistance if Sweden joined the axis, or if Nazi Germany either invaded or occupied Sweden and the whole of Scandinavia. Once the possibility of an axis invasion of Sweden was decisively dismissed, SOE had to find a different role. In Sweden, the successful development of SOE's intelligence gathering capabilities in the economic sphere, especially in the allied campaign against German iron-ore traffic and ball-bearings, provided the organization with a purpose that definitely took another course when compared to intelligence activities in other regions and countries. With these constraints in view, this article focuses on three major aspects of SOE involvement in Sweden. First, the article will examine SOE's role, and war aims in Sweden, linking these to the very different requirements of the Foreign Office. Second, the article will explore British and Swedish intelligence relations. Third, it will consider the Swedish security police response to British intelligence.",https://www.zotero.org/groups/intelligence_bibliography/items/SHD9GL3D,"October 1, 2007",Pia Molander,,Intelligence and National Security,2021-05-21T21:54:34Z,"['4BH8AYZE', 'SCCGXHMZ']"
3684,Intelligence and the ‘Mindset’: The German invasion of Norway in 1940,Journal article,https://doi.org/10.1080/02684520701640480,"‘Weserübung’, the German invasion of Norway and Denmark on 9 April 1940, was a brilliantly successful surprise attack, both strategically and tactically. Strategic surprise was obtained because the idea that Germany was about to launch a major invasion of Norway was remote from any of the preconceived scenarios about Germany's next move. Germany's achievement of tactical surprise was also aided by bad weather in the North Sea. The main reason for the failure of both Norwegian and British policy-makers to comprehend what the Germans were up to lies in the importance of the ‘mindset’. On both sides of the North Sea the conventional wisdom was that Germany would not attempt an invasion of Norway against the supremacy of British sea power. Hence all incoming information was interpreted in Oslo in the light of the next mindset, namely that only a determined British attempt to take control of the Norwegian coast could trigger an armed German retaliation. In London, incoming intelligence was interpreted so as to conform to the Admiralty's preconceived scenario of a German naval breakout into the North Atlantic.",https://www.zotero.org/groups/intelligence_bibliography/items/FRGBL9Y5,"August 1, 2007",Olav Riste,,Intelligence and National Security,2021-05-21T21:55:17Z,"['4BH8AYZE', 'SCCGXHMZ']"
3685,Mussolini's Secret War in the Mediterranean and the Middle East: Italian Intelligence and the British Response,Journal article,https://doi.org/10.1080/02684520701770659,"Little is known of the history, structure and operations of the Italian intelligence services in the Mediterranean and the Middle East. The challenge brought by Fascist Italy to the security of the British and French imperial systems is at the heart of this article, which sets out to assess not only the imperial dimension of Fascist intelligence but also the response provided by Britain's and France's colonial authorities to Mussolini's ambitions in the Mediterranean and the Middle East. An examination of British and French intelligence archival material sheds new light upon perceptions of power and threat afforded by British and French policy-makers keen to maintain political control over their colonial and client states. The paper suggests that despite comprising a multitude of competing agencies, the Fascist services could rely on the work of motivated individuals and on the support of Italian diplomatic representatives overseas. Their ability to establish relations – although short-lived – with Arab nationalist leaders and their intense activities in British colonies, protectorates and mandates generated concern within the British Foreign and Colonial Offices. Meanwhile, poor intelligence coordination and assessment coupled with misguided assumptions about the nature of Arab nationalism hindered Britain's response to the challenge mounted by Mussolini's regime.",https://www.zotero.org/groups/intelligence_bibliography/items/2977KW8K,"December 1, 2007",Manuela Williams,,Intelligence and National Security,2021-05-21T21:52:52Z,"['4BH8AYZE', 'SCCGXHMZ']"
3686,"International Cooperation and Bureaucratic In-fighting: American and British Economic Intelligence Sharing and the Strategic Bombing of Germany, 1939–41",Journal article,https://doi.org/10.1080/02684520801977279,The pursuit of intelligence on the German economy by the United States Army Air Corps prior to 1942 revealed great gaps in US knowledge of the German economy. This encouraged joint efforts with British Intelligence. The Air Corps exploited sources creatively to find German industrial targets. Its specialized needs persuaded it to try to establish an Air Corps intelligence gathering section. The Air Corps clashed with the Army over access to economic data. Its need for economic intelligence merged with its political goal of making strategic bombing its primary mission. Intelligence gathering efforts ultimately translated into the creation of air warfare strategy.,https://www.zotero.org/groups/intelligence_bibliography/items/ARHIVDIU,"April 1, 2008",Michael E. Weaver,,Intelligence and National Security,2021-05-21T21:50:30Z,"['4BH8AYZE', 'SCCGXHMZ']"
3687,"Dismantling the ‘Lesser Men’ and ‘Supermen’ Myths: US Intelligence on the Imperial Japanese Army after the Fall of the Philippines, Winter 1942 to Spring 1943",Journal article,https://doi.org/10.1080/02684520903069496,"During the opening stages of the Pacific War, between December 1941 and spring 1942, the Imperial Japanese Army appeared unstoppable. US forces in the Philippines, despite their efforts, could not hold out against the enemy advance, and by April the last vestiges of their resistance at Bataan and Corregidor became untenable. The intelligence obtained during the initial encounters provided the US defense establishment with undeniable reasons to conclude that Japanese ground forces possessed a high level of tactical skill, and assessments of the Imperial Japanese Army tended to exaggerate the latter's capabilities.",https://www.zotero.org/groups/intelligence_bibliography/items/MUV4B7RV,"August 1, 2009",Douglas Ford,,Intelligence and National Security,2021-05-21T21:45:14Z,"['4BH8AYZE', 'SCCGXHMZ']"
3688,The Role of MI5 in the Internment of British Fascists during the Second World War,Journal article,https://doi.org/10.1080/02684520903069447,"Despite the controversy that will inevitably continue to surround Britain's use of executive detention to contain domestic fascists during the Second World War, recently declassified Security Service (MI5) records reveal the details of MI5's role in the defence regulations. MI5 was one of three bodies responsible for the administration of Defence Regulation 18b (DR18b) and as such its power was limited by an inherent system of checks and balances. As others have suggested, the administration of DR18b was full of tension; however, it is now apparent that this tension was a positive feature of the defence regulations and one that protected the individual rather than condemned him. The strategic detention of key figures from Britain's fascist circles effectively destroyed the ability of fascists to function in unified organizations. Newly available records provide answers to previously unanswerable questions related to the nature of the fascist threat as it was perceived and as it changed throughout the war.",https://www.zotero.org/groups/intelligence_bibliography/items/QF7QDDNH,"August 1, 2009",Jennifer Grant,,Intelligence and National Security,2021-05-21T21:44:59Z,"['4BH8AYZE', 'SCCGXHMZ']"
3689,A Diplomatics Analysis of a Document Purported to Prove Prior Knowledge of the Attack on Pearl Harbor,Journal article,https://doi.org/10.1080/02684520903069520,"Authenticity of a document alleged to be a transcript of a 26 November 1941 telephone call between Churchill and Roosevelt is assessed using a ‘diplomatics’ approach. If genuine, this document would have transforming historical significance since it is dated well before the attack on Pearl Harbor and, taken at face value, serves as evidence that Roosevelt had specific prior warning of the impending attack. A detailed analysis of form, content and provenance establishes that the document is not authentic.",https://www.zotero.org/groups/intelligence_bibliography/items/HVHH2UA9,"August 1, 2009","R. Mohan Srivastava, Phillip L. Kushner, Thomas K. Kimmel",,Intelligence and National Security,2021-05-21T21:45:25Z,"['4BH8AYZE', 'SCCGXHMZ']"
3690,Eavesdropping on the Wehrmacht: What Germany's Generals Really Thought about Hitler and his War,Journal article,https://doi.org/10.1080/02684520903320501,,https://www.zotero.org/groups/intelligence_bibliography/items/I5QBYFSQ,"December 1, 2009",Don Watts,,Intelligence and National Security,2021-05-21T21:44:00Z,"['4BH8AYZE', 'SCCGXHMZ']"
3691,SOE's ‘Prosper’ Disaster of 1943,Journal article,https://doi.org/10.1080/02684527.2011.556362,,https://www.zotero.org/groups/intelligence_bibliography/items/NYS3QR4M,"February 1, 2011","Francis J. Suttill, M. R. D. Foot",,Intelligence and National Security,2021-05-21T21:35:18Z,"['4BH8AYZE', 'SCCGXHMZ']"
3692,Finland in American Intelligence 1941–1944,Journal article,https://doi.org/10.1080/02684527.2010.537025,This article analyses the content and nature of American intelligence with regard to Finland in 1941–1944. The significance of intelligence was that it supported connections between the United States and Finland at a time when both external and internal circumstances inhibited the functioning of normal state to state relations between the two nations. The evolution of wartime conditions guided the interests of American intelligence. The main conclusion is that American intelligence in Finland can be interpreted as communication on multiple levels between two states.,https://www.zotero.org/groups/intelligence_bibliography/items/FJXIS474,"August 1, 2010",Lauri Holmström,,Intelligence and National Security,2021-05-21T21:40:59Z,"['4BH8AYZE', 'SCCGXHMZ']"
3693,Codebreaker In The Far East,Book,https://www.routledge.com/Codebreaker-in-the-Far-East/Stripp/p/book/9780415646727,"Codebreaker in the Far East is the first book to describe how Bletchley Park and its Indian and Far Eastern outposts broke a series of Japanese codes and cipher systems of dazzling variety and complexity. Their achievements made a major contribution to the Allied victory in Burma, and probably helped to shorten and win the war, perhaps by two or three years. Alan Stripp gives his first-hand account of the excitement of reading the enemy's mind, of working against the clock, hampered by one of the world's most daunting languages and the knowledge that they were facing an unyielding and resourceful enemy who had never known defeat.",https://www.zotero.org/groups/intelligence_bibliography/items/M3YY9MRW,2012,Alan Stripp,Routledge,,2021-05-18T08:13:23Z,"['4BH8AYZE', 'SCCGXHMZ']"
3694,Dieppe Revisited: A Documentary Investigation,Book,https://www.routledge.com/Dieppe-Revisited-A-Documentary-Investigation/Campbell/p/book/9780714680361,"This book reappraises the ill-fated raid named operation Jubilee, focusing on aspects such as naval and air operations in the Channel, signals, radar intelligence, agents and deception. It draws from official archives, both German and Allied. From these voluminous but fragmented records, many of which have been destroyed, classified or lost, the book aims to thread the evidence together.",https://www.zotero.org/groups/intelligence_bibliography/items/44RPXPJF,1 Nov. 1993,John P. Campbell,Routledge,,2021-05-18T08:11:31Z,"['4BH8AYZE', 'SCCGXHMZ']"
3695,"Nothing Sacred: Nazi Espionage Against the Vatican, 1939-1945",Book,https://www.routledge.com/Nothing-Sacred-Nazi-Espionage-Against-the-Vatican-1939-1945/Alvarez-A-Graham/p/book/9780714643021,"Nazi Germany considered the Catholic Church to be a serious threat to its domestic security and its international ambitions. In Germany, informants provided intelligence, but in Rome, German attempts to penetrate the Papacy were less successful - except for the codebreaking work.",https://www.zotero.org/groups/intelligence_bibliography/items/GWQYBL6J,31 Dec. 1997,"David Alvarez, Revd Robert, S.J. Graham",Routledge,,2021-05-17T17:42:13Z,"['4BH8AYZE', 'SCCGXHMZ']"
3696,"Whispers from Below: Zionist Secret Diplomacy, Terrorism and British Security Inside and Out of Palestine, 1944–47",Journal article,https://doi.org/10.1080/03086534.2014.895136,"This article discusses the global aspect of Zionist terrorism against Britain during 1944–47, relying on recently declassified documents and Hebrew records. Britain struggled against a global terrorist campaign which attacked British targets in Palestine, Egypt and the wider Middle East, continental Europe and the United Kingdom. This article refutes claims by other authors that British rule in Palestine failed because of intelligence failure. Intelligence failure was limited, but so were successes. British intelligence produced reasonable assessments on Zionist politics, but could do little to prevent violence without the cooperation of the Jewish Agency. Success was driven by a combination of signals intelligence, secret agents, one key defector, interrogations and intelligence shared by the Jewish Agency. Failure resulted from a weak understanding of the Zionist underground and from lack of cooperation by Agency authorities. Normally Britain's junior partner, the Jewish Agency was, by 1945, struggling against British restrictions on Jewish immigration and settlement in Palestine. Its militia, Haganah, turned to cooperation with terrorists. British intelligence predicted that such developments could occur, but failed to identify them as they unfolded. Britain's dependence on Zionist security intelligence was a key vulnerability that never was addressed by policy-makers. The Jewish Agency leveraged its cooperation, applying it to prevent terrorism in Egypt and the United Kingdom, where violent incidents would harm the Zionist cause. It had little reason to prevent terrorism in the key battlegrounds of Palestine or Europe, and so terrorism harmed Britain's will to continue fighting. The root cause of Britain's failure was at the policy level. Despite known weaknesses, government never assessed its own will and ability to uphold restrictions on Zionist immigration, or to fight terrorism, as against the Yishuv's will and ability to struggle against Britain.",https://www.zotero.org/groups/intelligence_bibliography/items/BPFD68KV,"May 27, 2014",Steven Wagner,,The Journal of Imperial and Commonwealth History,2021-05-14T07:49:02Z,"['4BH8AYZE', 'MP7FJ9UA', 'SCCGXHMZ']"
3697,‎Preble Hall: Pearl Harbor,Podcast,https://podcasts.apple.com/us/podcast/pearl-harbor/id1485514337?i=1000501559628,"What led to the attack on Pearl Harbor? What were the intelligence failures.

West Point Professor and Navy Reserve Commander, Dr. David Gioe discusses.",https://www.zotero.org/groups/intelligence_bibliography/items/48CUBG7Z,,David Gioe,,,2021-02-18T11:24:34Z,"['4BH8AYZE', 'SCCGXHMZ']"
3698,"‘Consistent with an Intention’: The Far East Combined Bureau and the Outbreak of the Pacific War, 1940–41",Journal article,https://doi.org/10.1080/02684527.2012.621591,"From 1934, Britain expanded its military and naval intelligence agencies against Japan. At the outbreak of war in Europe, they, and most of their personnel, were moved from Hong Kong to Singapore, and joined into an interservice organization, the Far East Combined Bureau. Much of the evidence about the Far East Combined Bureau is lost, but the surviving record illustrates what intelligence was available to decision-makers in Singapore during 1940–41, thus illuminating every debate about this disaster. Even more: it enables a reconceptualization of the relationship between intelligence and the outbreak of the Pacific War as a whole.",https://www.zotero.org/groups/intelligence_bibliography/items/MW86QS3C,"February 1, 2012",John Ferris,,Intelligence and National Security,2021-01-21T10:12:58Z,"['4BH8AYZE', 'SCCGXHMZ']"
3699,TICOM: The Last Great Secret of World War II,Journal article,https://doi.org/10.1080/02684527.2012.688305,"Recent releases from the National Security Agency reveal details of TICOM, the mysterious 1945 operation targeting Germany's cryptologic secrets. Often mentioned by such authors as Kahn, Bamford, Parrish and Aldrich, for the first time the public has access to this information. This article provides a review in greater depth than has been previously covered in the open literature of the history of the TICOM operation, and its resulting intelligence, including the Germans' efforts against Soviet communications. In addition, some comments are provided on why TICOM has remained classified long after other similar information from World War II was declassified, and why locating TICOM documents is still difficult.",https://www.zotero.org/groups/intelligence_bibliography/items/AA7UVH63,"August 1, 2012",Randy Rezabek,,Intelligence and National Security,2021-01-21T10:10:27Z,"['4BH8AYZE', 'SCCGXHMZ']"
3700,The Foreign Research and Press Service: Britain's Primary Source of Intelligence from the German-occupied Baltic States during the Second World War,Journal article,https://doi.org/10.1080/02684527.2012.703046,"The article investigates how the Foreign Research and Press Service succeeded in overcoming internal government prejudice to become His Majesty's Government primary supplier of intelligence from the German-occupied Baltic states during the Second World War. As the Foreign Office had banned the covert intelligence agencies from operating within the Soviet sphere, which included the Baltic states, the non-covert Foreign Research and Press Service Baltic States Section could operate without offending the USSR. The article charts how the Foreign Research and Press Service supplied crucial information from the enemy press that helped to form British war and post-war policy towards the USSR.",https://www.zotero.org/groups/intelligence_bibliography/items/Z8Q4VDI6,"October 1, 2013",Ben Wheatley,,Intelligence and National Security,2021-01-18T08:32:12Z,"['4BH8AYZE', 'SCCGXHMZ']"
3701,British Intelligence on Soviet War Potential in 1939: A Revised Picture and Some Implications (a Contribution to the ‘Unending Debate’),Journal article,https://doi.org/10.1080/02684527.2012.748369,"The British government tried to create a peace front against German aggression in 1939 and the inclusion of the Soviet Union was controversial. This article investigates British intelligence on Soviet war potential in 1939 with the aim of comparing intelligence to reality, placing intelligence in context by following the British government discussion, commenting on earlier research about British intelligence on Soviet war potential and trying to find explanations for the fact that intelligence was far from reality. British assessments were of importance and earlier research is amended.",https://www.zotero.org/groups/intelligence_bibliography/items/PYMT6NKM,"October 1, 2013",Martin Kahn,,Intelligence and National Security,2021-01-18T08:33:03Z,"['4BH8AYZE', 'SCCGXHMZ']"
3702,The Mutiny That Never Was: The Special Operations Executive and the Failure of Operation ‘Kitchenmaid’,Journal article,https://doi.org/10.1080/02684527.2012.748367,"This article analyses the development and failure of a plan by the Special Operations Executive (SOE) to use a small-scale mutiny by German troops in Greece in 1944 to engender a widespread uprising within the Reichsarbeitsdienst and the ranks of non-German troops serving in the Wehrmacht. Through an analysis of this operation, codenamed ‘Kitchenmaid’, an assessment will be made of the capabilities and motivations of SOE's Greek section (Force 133); the problem of its cooperation with Greek communist guerrillas in relation to British foreign policy towards Greece; and the strategic and political value of ‘Kitchenmaid’.",https://www.zotero.org/groups/intelligence_bibliography/items/7ZKJEUE7,"December 1, 2013",James Crossland,,Intelligence and National Security,2021-01-18T08:30:51Z,"['4BH8AYZE', 'SCCGXHMZ']"
