,Title,Publication type,Link to publication,Abstract,Zotero link,Date published,FirstName2,Publisher,Journal,Date added,Col key,DOI,Book_title,Thesis_type,University,Collection_Key,Collection_Name,Collection_Link,ID,Citation,OA status,Citation_list,First_citation_year,Last_citation_year,Publication_year,OA_link,Year_difference
10037,"Back to the basics: international relations, intelligence, and strategic competition",Journal article,https://doi.org/10.1177/15485129231185363,"As United States foreign policy returns to a focus on great power competition, it is worth reviewing the fundamental theories associated with understanding the threat and its impact on state relations. The social science fields of international relations (IR) and security studies provide the foundational theory and associated concepts for strategic intelligence analysis in this area. The paper addresses four broad theories (realism, liberalism, economic structuralism, and constructivism) and illustrates their impact on policymakers and intelligence analysts as they craft strategy. The author argues for a more explicit inclusion of IR theories, frameworks, and methods in strategic intelligence analysis.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/LLW6XAAM,2023-07-03,Cathryn Quantic Thurston,SAGE Publications,The Journal of Defense Modeling and Simulation,2023-07-09T09:41:14Z,['HCN8YFI8'],10.1177/15485129231185363,,Unclassified,,HCN8YFI8,02 Intelligence studies,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/HCN8YFI8,https://openalex.org/W4383069434,1.0,False,https://openalex.org/works?filter=cites:W4383069434,2024.0,2024.0,2023.0,,1.0
10038,National Security Agency (NSA): From the Cold War to Post-9/11,Book chapter,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315144511-42/national-security-agency-nsa-j%C3%A1nos-kem%C3%A9ny-scott-romaniuk,"The National Security Agency (NSA) is one of the primer intelligence-gathering agencies of the US Intelligence Community. Although the role of the NSA is focused on gathering SIGINT from foreign sources, in different historical periods, there were notable exceptions to this practice which caused controversy. One of the best-known operations of the NSA was the Venona Project. The crisis that developed due to Soviet missile sites being established on Cuban territory was a failure, as prior to the reconnaissance flight no information gleaned through SIGINT indicated the Soviet efforts. However, tactical SIGINT capabilities remained with the branches of the US armed forces. The post-Cold War political environment, however, meant that the NSA and other members of the Intelligence Community had to contend with budget cuts. There is a close relationship between the NSA and US Cyber Command.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/3IVIR9FX,2023-07-07,"János Kemény, Scott N. Romaniuk",CRC Press,,2023-05-25T07:23:36Z,"['CK5MNYPQ', 'T92JK7A5']",,The Handbook of Homeland Security,Unclassified,,CK5MNYPQ,04 Intelligence organisations,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/CK5MNYPQ,,,,,,,,,
10039,National Security Agency (NSA): From the Cold War to Post-9/11,Book chapter,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315144511-42/national-security-agency-nsa-j%C3%A1nos-kem%C3%A9ny-scott-romaniuk,"The National Security Agency (NSA) is one of the primer intelligence-gathering agencies of the US Intelligence Community. Although the role of the NSA is focused on gathering SIGINT from foreign sources, in different historical periods, there were notable exceptions to this practice which caused controversy. One of the best-known operations of the NSA was the Venona Project. The crisis that developed due to Soviet missile sites being established on Cuban territory was a failure, as prior to the reconnaissance flight no information gleaned through SIGINT indicated the Soviet efforts. However, tactical SIGINT capabilities remained with the branches of the US armed forces. The post-Cold War political environment, however, meant that the NSA and other members of the Intelligence Community had to contend with budget cuts. There is a close relationship between the NSA and US Cyber Command.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/3IVIR9FX,2023-07-07,"János Kemény, Scott N. Romaniuk",CRC Press,,2023-05-25T07:23:36Z,"['CK5MNYPQ', 'T92JK7A5']",,The Handbook of Homeland Security,Unclassified,,T92JK7A5,07.2 SIGINT,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/T92JK7A5,,,,,,,,,
10040,Passive Surveillance,Book chapter,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315144511-86/passive-surveillance-leonard-samborowski,"The collection of information from human sources, also called Human Intelligence (HUMINT), has been a valuable tool for hegemonic states since the Art of War was written around 500 BC. For nations, intelligence collection of enemies is the norm, embedded into statecraft and budget allocation. For nations, intelligence collection of enemies is the norm, embedded into statecraft and budget allocation. Facial recognition is unobtrusive to the user and passively supplied. Information is pulled by the computer software program. As most smart devices have built-in cameras, all that is needed to begin surveillance operations is a subject and a software upgrade. The National Intelligence Community is a well-structured, richly resourced federation of agencies designed to support and defend the citizens of America. They deal with eager customers who willingly fund their own surveillance by the purchase of products and services provided by the corporations that exploit their data.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/8RGYPPCI,2023-07-07,Leonard J. Samborowski,CRC Press,,2023-05-25T07:25:17Z,['28B8SB3Y'],,The Handbook of Homeland Security,Unclassified,,28B8SB3Y,98.7 Surveillance,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/28B8SB3Y,,,,,,,,,
10041,The Death of Secret Intelligence? Think Again,Blog post,https://www.rusi.orghttps://www.rusi.org,"While the Ukraine war has seen an explosion in the collection and distribution of open source intelligence, the work of secret intelligence agencies remains as important as ever.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/Z77V7PTX,2023-07-05,Daniel W. B. Lomas,,,2023-07-07T17:26:30Z,['HCN8YFI8'],,,Unclassified,,HCN8YFI8,02 Intelligence studies,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/HCN8YFI8,,,,,,,,,
10042,What If Sherman Kent Was Wrong? Revisiting the Intelligence Debate of 1949,Blog post,https://warontherocks.com/2020/10/what-if-sherman-kent-was-wrong-revisiting-the-intelligence-debate-of-1949/,There’s little the United States intelligence community holds more sacred than the teachings of Sherman Kent. Widely considered the “father” of American,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/F5ZI47ZC,2020-10-01T07:50:45+00:00,Zachery Tyson Brown,,,2023-01-22T16:26:15Z,['HCN8YFI8'],,,Unclassified,,HCN8YFI8,02 Intelligence studies,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/HCN8YFI8,,,,,,,,,
10043,Why Do We Need a New Research Agenda for the Study of Intelligence?,Journal article,https://doi.org/10.1080/08850607.2023.2222342,,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/YVAHMJBF,2023-07-06,"Hager Ben Jaffel, Sebastian Larsson",,Intl Journal of Intelligence and Counterintelligence,2023-07-07T13:10:30Z,['HCN8YFI8'],10.1080/08850607.2023.2222342,,Unclassified,,HCN8YFI8,02 Intelligence studies,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/HCN8YFI8,https://openalex.org/W4383313194,11.0,True,https://openalex.org/works?filter=cites:W4383313194,2023.0,2026.0,2023.0,https://www.tandfonline.com/doi/pdf/10.1080/08850607.2023.2222342?needAccess=true&role=button,0.0
10044,The impact of COVID-19 on police intelligence reports in the United Kingdom,Journal article,https://doi.org/10.1080/18335330.2023.2230981,"The coronavirus pandemic affected policing in a number of both anticipated, and unexpected ways. However, the impact on police intelligence remains an unexplored area. Understanding how the pandemic affected the volume of police intelligence is important as it underpins the intelligence-led policing model, which is as a key system that helps drive police activity. In this study, data from 20 police services over a 4-year period that outlines the annual volume of intelligence reports retained by services is analysed using inferential statistics to establish that during 2020 there was a significant rise in intelligence held by the police. In this study, several hypothesis are considered as causal factors that contributed to the rises and conclude that the pandemic is the most likely reason, which is caused by a rise in public order intelligence related to breaches of coronavirus legislation. The impact on the division of labour that arises from tasking such police intelligence is discussed, and the article calls upon similar research on the issuance of coronavirus fixed penalties and stop and search activity during the pandemic, to suggest that the rises have the potential to contribute to the disproportionate targeting of black and minority ethnic communities. We call for further research to explore this further.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/JH23BNN2,2023-07-03,Eric Halford,Routledge,"Journal of Policing, Intelligence and Counter Terrorism",2023-07-04T22:41:57Z,['N8VR3BYE'],10.1080/18335330.2023.2230981,,Unclassified,,N8VR3BYE,07.5 Medical Intelligence,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/N8VR3BYE,https://openalex.org/W4383106142,2.0,True,https://openalex.org/works?filter=cites:W4383106142,2024.0,2025.0,2023.0,https://www.tandfonline.com/doi/pdf/10.1080/18335330.2023.2230981?download=true,1.0
10045,"‘An anarchy of treason’: public history, insider knowledge and the early spy novels of John le Carré",Journal article,https://doi.org/10.1080/02684527.2023.2225934,"John le Carré is credited with re-defining spy fiction into something widely considered as more ‘authentic’. His work emerged during a period replete with spy scandals and public investigations. This article considers the intersection of the public history of intelligence with le Carré’s early novels, particularly The Spy Who Came in from the Cold. It reveals how the author drew creatively on that public history to shape his narratives and underpin the mood of his stories. Finally, it probes the ‘insider knowledge’ in the stories, illustrating that, contrary to le Carré’s protestations, there exists a demonstrable correspondence between fact and fiction.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/Y679ILZN,2023-07-03,"Huw Dylan, Alan Burton",Routledge,Intelligence and National Security,2023-07-03T12:02:18Z,['9YH9YSYQ'],10.1080/02684527.2023.2225934,,Unclassified,,9YH9YSYQ,98.5 Intelligence in literature and popular culture,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/9YH9YSYQ,https://openalex.org/W4382939289,2.0,True,https://openalex.org/works?filter=cites:W4382939289,2024.0,2024.0,2023.0,https://www.tandfonline.com/doi/pdf/10.1080/02684527.2023.2225934?download=true,1.0
10046,Open-Source Intelligence for Detection of Radiological Events and Syndromes Following the Invasion of Ukraine in 2022: Observational Study,Journal article,https://infodemiology.jmir.org/2023/1/e39895,"Background: On February 25, 2022, Russian forces took control of the Chernobyl power plant after continuous fighting within the Chernobyl exclusion zone. Continual events occurred in the month of March, which raised the risk of potential contamination of previously uncontaminated areas and the potential for impacts on human and environmental health. The disruption of war has caused interruptions to normal preventive activities, and radiation monitoring sensors have been nonfunctional. Open-source intelligence can be informative when formal reporting and data are unavailable.
Objective: This paper aimed to demonstrate the value of open-source intelligence in Ukraine to identify signals of potential radiological events of health significance during the Ukrainian conflict.
Methods: Data were collected from search terminology for radiobiological events and acute radiation syndrome detection between February 1 and March 20, 2022, using 2 open-source intelligence (OSINT) systems, EPIWATCH and Epitweetr.
Results: Both EPIWATCH and Epitweetr identified signals of potential radiobiological events throughout Ukraine, particularly on March 4 in Kyiv, Bucha, and Chernobyl.
Conclusions: Open-source data can provide valuable intelligence and early warning about potential radiation hazards in conditions of war, where formal reporting and mitigation may be lacking, to enable timely emergency and public health responses.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/D9HZV5AG,2023-06-28,"Haley Stone, David Heslop, Samsung Lim, Ines Sarmiento, Mohana Kunasekaran, C. Raina MacIntyre","JMIR Publications Inc., Toronto, Canada",JMIR Infodemiology,2023-07-03T07:02:37Z,"['LXMU5UXP', 'Y959U28A']",10.2196/39895,,Unclassified,,LXMU5UXP,07.4 OSINT - SOCMINT,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/LXMU5UXP,https://openalex.org/W4365129597,8.0,True,https://openalex.org/works?filter=cites:W4365129597,2024.0,2026.0,2023.0,https://infodemiology.jmir.org/2023/1/e39895/PDF,1.0
10047,Open-Source Intelligence for Detection of Radiological Events and Syndromes Following the Invasion of Ukraine in 2022: Observational Study,Journal article,https://infodemiology.jmir.org/2023/1/e39895,"Background: On February 25, 2022, Russian forces took control of the Chernobyl power plant after continuous fighting within the Chernobyl exclusion zone. Continual events occurred in the month of March, which raised the risk of potential contamination of previously uncontaminated areas and the potential for impacts on human and environmental health. The disruption of war has caused interruptions to normal preventive activities, and radiation monitoring sensors have been nonfunctional. Open-source intelligence can be informative when formal reporting and data are unavailable.
Objective: This paper aimed to demonstrate the value of open-source intelligence in Ukraine to identify signals of potential radiological events of health significance during the Ukrainian conflict.
Methods: Data were collected from search terminology for radiobiological events and acute radiation syndrome detection between February 1 and March 20, 2022, using 2 open-source intelligence (OSINT) systems, EPIWATCH and Epitweetr.
Results: Both EPIWATCH and Epitweetr identified signals of potential radiobiological events throughout Ukraine, particularly on March 4 in Kyiv, Bucha, and Chernobyl.
Conclusions: Open-source data can provide valuable intelligence and early warning about potential radiation hazards in conditions of war, where formal reporting and mitigation may be lacking, to enable timely emergency and public health responses.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/D9HZV5AG,2023-06-28,"Haley Stone, David Heslop, Samsung Lim, Ines Sarmiento, Mohana Kunasekaran, C. Raina MacIntyre","JMIR Publications Inc., Toronto, Canada",JMIR Infodemiology,2023-07-03T07:02:37Z,"['LXMU5UXP', 'Y959U28A']",10.2196/39895,,Unclassified,,Y959U28A,98.2 War in Ukraine,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/Y959U28A,https://openalex.org/W4365129597,8.0,True,https://openalex.org/works?filter=cites:W4365129597,2024.0,2026.0,2023.0,https://infodemiology.jmir.org/2023/1/e39895/PDF,1.0
10048,Intelligence failure in countering terrorism in south Asia: a comparative analysis of Holey Artisan and Easter attacks,Journal article,https://doi.org/10.1080/18335330.2023.2227188,"Intelligence agencies exist to ensure national security, but the path to attain that goal is filled with numerous unexpected threats and vulnerabilities. This makes intelligence failure often highly likely. This article explores and compares the 2016 Holey Artisan (Bangladesh) and the 2019 Easter (Sri Lanka) attacks from intelligence failure perspectives to understand the fault lines in counterterrorism (CT) efforts in the south Asian context. The article summarises the causes of intelligence failures into three broad yet interconnected themes: failure due to issues within the intelligence activities and agencies, failure leading from policy or direction, and failure arising from psychological forces. This article concludes that poorly coordinated counterterrorism policy, poor internal security and border management apparatus and cognitive limits of the security forces were the causes of the intelligence failure in the Holey Artisan attack. On the other hand, the intelligence failure of the Easter Sunday attacks resulted from political leadership, miscommunication and psychological limits of top intelligence officials, and the intelligence community’s failure to adapt to the emerging security threat of Islamist extremism.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/95GZYKI4,2023-06-26,Masrur Mahmud Khan,Routledge,"Journal of Policing, Intelligence and Counter Terrorism",2023-06-30T07:42:03Z,"['D7XFV7JL', 'TLFN4NAL']",10.1080/18335330.2023.2227188,,Unclassified,,D7XFV7JL,05 Intelligence failures,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/D7XFV7JL,https://openalex.org/W4382065257,2.0,False,https://openalex.org/works?filter=cites:W4382065257,2023.0,2024.0,2023.0,,0.0
10049,Intelligence failure in countering terrorism in south Asia: a comparative analysis of Holey Artisan and Easter attacks,Journal article,https://doi.org/10.1080/18335330.2023.2227188,"Intelligence agencies exist to ensure national security, but the path to attain that goal is filled with numerous unexpected threats and vulnerabilities. This makes intelligence failure often highly likely. This article explores and compares the 2016 Holey Artisan (Bangladesh) and the 2019 Easter (Sri Lanka) attacks from intelligence failure perspectives to understand the fault lines in counterterrorism (CT) efforts in the south Asian context. The article summarises the causes of intelligence failures into three broad yet interconnected themes: failure due to issues within the intelligence activities and agencies, failure leading from policy or direction, and failure arising from psychological forces. This article concludes that poorly coordinated counterterrorism policy, poor internal security and border management apparatus and cognitive limits of the security forces were the causes of the intelligence failure in the Holey Artisan attack. On the other hand, the intelligence failure of the Easter Sunday attacks resulted from political leadership, miscommunication and psychological limits of top intelligence officials, and the intelligence community’s failure to adapt to the emerging security threat of Islamist extremism.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/95GZYKI4,2023-06-26,Masrur Mahmud Khan,Routledge,"Journal of Policing, Intelligence and Counter Terrorism",2023-06-30T07:42:03Z,"['D7XFV7JL', 'TLFN4NAL']",10.1080/18335330.2023.2227188,,Unclassified,,TLFN4NAL,"01.9 Terrorism, insurgency, crime",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/TLFN4NAL,https://openalex.org/W4382065257,2.0,False,https://openalex.org/works?filter=cites:W4382065257,2023.0,2024.0,2023.0,,0.0
10050,The FBI’s Border Coverage (BOCOV) Program and the Ambiguity of Intelligence Missions,Journal article,https://doi.org/10.1080/08850607.2023.2221825,"Intelligence services must routinely operate in liminal spaces, both operationally and bureaucratically. The Border Coverage (BOCOV) Program of the Federal Bureau of Investigation (FBI) was a Cold War example of an agency seeking to address the vulnerability inherent to a geographic liminal space. Its implementation of the program illustrated the impact of bureaucratic borders—between the FBI and Central Intelligence Agency and between Intelligence Community (IC) and non-IC agencies. Lessons learned, through the implementation of BOCOV, about interagency relations continue to be applicable as the United States contends with the cyber environment, an even more porous space than the physical U.S.–Mexican border.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/8BJI9EXI,2023-06-26,Darren E. Tromblay,Routledge,Intl Journal of Intelligence and Counterintelligence,2023-06-30T07:41:28Z,['RHJFPRAI'],10.1080/08850607.2023.2221825,,Unclassified,,RHJFPRAI,08 Counterintelligence,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/RHJFPRAI,https://openalex.org/W4382021367,0.0,False,,,,2023.0,,
10051,Towards a better framework for estimative intelligence – addressing quality through a systematic approach to uncertainty handling,Journal article,https://www.tandfonline.com/doi/abs/10.1080/02684527.2023.2216963,"The analytic standards governing the production of intelligence are outlined in a number of Intelligence Community Directives (ICDs). In this paper, we are concerned with ICDs 203, 206 and 208 and, in particular, how these relate to the handling of uncertainty in estimative intelligence. An inductive thematic analysis is employed which identifies several recurring themes. In addition, a conceptual map is developed which highlights relationships and the level of inter-connectedness between the standards. Requirements for improved operationalization of uncertainty handling are also discussed. The question of analytic feasibility is then examined in relation to the five themes extracted from the earlier analysis. The paper concludes that a new framework for uncertainty handling is required and suggests that such a framework should contain a process to assess analytic feasibility from the outset of a study.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/KIKM455H,2023-06-22,"Bjorn G. M. Isaksen, Ken R. McNaught",Routledge,Intelligence and National Security,2023-06-24T10:02:08Z,['CZJ36V8L'],10.1080/02684527.2023.2216963,,Unclassified,,CZJ36V8L,03 Intelligence analysis,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/CZJ36V8L,https://openalex.org/W4381889172,3.0,True,https://openalex.org/works?filter=cites:W4381889172,2023.0,2025.0,2023.0,https://dspace.lib.cranfield.ac.uk/handle/1826/19886,0.0
10052,"The perils of presidential openness: strikes, secrecy and performative opacity",Journal article,https://www.tandfonline.com/doi/abs/10.1080/02684527.2023.2225933,"In a world of increasing openness, secrecy retains its value. Covert operations, including strikes against individuals, can provide intelligence agencies with the ability to operate strategically, while limiting domestic entanglements and international provocation. But presidents increasingly push the boundaries, retrospectively using their decisions performatively for political advantage. This can confront agencies with a dilemma wherein they are pressed to demonstrate the rationale for a covert mission in ways that undermine future operational security. Evidence from the strikes on Osama bin Laden and Iran’s General Soleimani will be used to argue that retrospective briefs designed to enhance legitimacy or prestige are problematic. Instead, these active disclosures, sometimes by senior figures, can lead to a general unravelling of secrecy which has the potential to threaten future operational credibility and effectiveness.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/BHPWB8I7,2023-06-22,Ruxandra Oana Vlad,Routledge,Intelligence and National Security,2023-06-24T10:01:55Z,['DVEM4H4W'],10.1080/02684527.2023.2225933,,Unclassified,,DVEM4H4W,"06 Accountability, oversight, and ethics",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/DVEM4H4W,https://openalex.org/W4381856497,3.0,True,https://openalex.org/works?filter=cites:W4381856497,2023.0,2026.0,2023.0,https://www.tandfonline.com/doi/pdf/10.1080/02684527.2023.2225933?download=true,0.0
10053,Intelligence Authorization Acts: Their Impact on the Intelligence Community,Journal article,https://www.tandfonline.com/doi/abs/10.1080/08850607.2023.2214326,"Intelligence Authorization Acts (IAAs), generally passed annually since the late 1970s, are an important tool for Congress to influence the direction of the Intelligence Community (IC). They direct the organizing or reorganizing of IC elements, assign or reassign functions, grant or repeal authorities, prohibit certain actions, establish priorities, require the delivery of reports or briefings, call for notifications, authorize the appropriation of funds, or specify many other activities to improve the effectiveness of U.S. intelligence. This article provides a survey of the IAAs since they were first enacted, highlights key direction to the IC, and shows that they were usually enacted in response to national security issues arising at the time. It also identifies important trends and concludes with a look at the future of IAAs.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/3MA7AMLM,2023-06-22,Mark A. Jensen,Routledge,Intl Journal of Intelligence and Counterintelligence,2023-06-24T10:01:34Z,['CK5MNYPQ'],10.1080/08850607.2023.2214326,,Unclassified,,CK5MNYPQ,04 Intelligence organisations,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/CK5MNYPQ,https://openalex.org/W4381889846,0.0,False,,,,2023.0,,
10054,Intelligence and the Military: Introduction,Journal article,https://www.tandfonline.com/doi/abs/10.1080/08850607.2023.2215690,,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/ZPSPSEB4,2023-06-22,"Sebastiaan Rietjens, Peter De Werd",Routledge,Intl Journal of Intelligence and Counterintelligence,2023-06-24T10:01:10Z,['HCN8YFI8'],10.1080/08850607.2023.2215690,,Unclassified,,HCN8YFI8,02 Intelligence studies,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/HCN8YFI8,https://openalex.org/W4381889614,2.0,True,https://openalex.org/works?filter=cites:W4381889614,2024.0,2026.0,2023.0,https://www.tandfonline.com/doi/pdf/10.1080/08850607.2023.2215690?needAccess=true,1.0
10055,The changing legal framework of the Australian Intelligence Community: From Hope to Richardson,Journal article,https://search.informit.org/doi/abs/10.3316/agispt.20211105056423,"Intelligence and security agencies in Australia have been reviewed by judicial inquiries, including two Royal Commissions conducted by Justice RM Hope (1974–1976) and (1983–1985), and later investigations by officials, culminating in the Comprehensive Review (2018–2019) by Mr DJ Richardson. Seeking a balance between civil liberties and suggested security needs, the article traces the two inquiry models. It outlines the dangers presented by the past targeting of communists, homosexuals and political adversaries; the comparative weaknesses of Australia’s constitutional protections for individuals; and the need for regular reviews of such agencies given radical changes in social values, geopolitics, alliances and technology. Reconciling the demands of intelligence and security with democracy and basic rights is never easy and is now increasingly difficult.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/4GR2PGLA,2021-10-01,Michael Kirby,Thomson Reuters,AUSTRALIAN LAW JOURNAL,2023-06-24T09:59:37Z,['AZ3BZ9BR'],10.3316/agispt.20211105056423,,Unclassified,,AZ3BZ9BR,14 Global intelligence,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/AZ3BZ9BR,,,,,,,,,
10056,Mi̇lli̇ İsti̇hbarat Teşki̇latı (1826-2023) [National Intelligence Organization (1826-2023)],Book,https://kronikkitap.com/kitap/milli-istihbarat-teskilati-1826-2023/,"Modern Türk istihbaratının bilinmeyenlerini keşfedeceğiniz bir yolculuğa hazır olun. İstihbarat tarihçisi Polat Safi, sizleri Türk istihbarat dünyasının derinliklerine götürüyor. 1826’dan 2023’e uzanan yaklaşık iki yüz yıllık bir sürecin merkezine Milli İstihbarat Teşkilatı’nı (MİT) yerleştiriyor.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/23W5584G,2023-06-01,Polat Safi,Kronik Kitap,,2023-06-21T20:24:30Z,"['AZ3BZ9BR', 'CK5MNYPQ']",,,Unclassified,,AZ3BZ9BR,14 Global intelligence,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/AZ3BZ9BR,,,,,,,,,
10057,Mi̇lli̇ İsti̇hbarat Teşki̇latı (1826-2023) [National Intelligence Organization (1826-2023)],Book,https://kronikkitap.com/kitap/milli-istihbarat-teskilati-1826-2023/,"Modern Türk istihbaratının bilinmeyenlerini keşfedeceğiniz bir yolculuğa hazır olun. İstihbarat tarihçisi Polat Safi, sizleri Türk istihbarat dünyasının derinliklerine götürüyor. 1826’dan 2023’e uzanan yaklaşık iki yüz yıllık bir sürecin merkezine Milli İstihbarat Teşkilatı’nı (MİT) yerleştiriyor.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/23W5584G,2023-06-01,Polat Safi,Kronik Kitap,,2023-06-21T20:24:30Z,"['AZ3BZ9BR', 'CK5MNYPQ']",,,Unclassified,,CK5MNYPQ,04 Intelligence organisations,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/CK5MNYPQ,,,,,,,,,
10058,The long history of OSINT,Journal article,https://doi.org/10.1080/16161262.2023.2224091,"This article presents the findings of exploratory research into the origins of OSINT for which it discusses three case studies from, respectively, the United States, Germany and the Netherlands. Many authors writing on open source intelligence assume that the first OSINT practices emerged at the eve of the Second World War with the establishment of the BBC Monitoring Services and the Foreign Broadcast Monitoring Service. Building on existing studies, which are supplemented with original archive research, this article demonstrates that OSINT has a much longer and richer history. Methodical efforts to collect and exploit information from publicly available sources to fulfil intelligence requirements are documented as early as halfway the 19th century in the United States and early 20th century in Europe.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/QBN4HWTT,2023-06-14,Ludo Block,Taylor and Francis,Journal of Intelligence History,2023-06-15T06:14:55Z,['LXMU5UXP'],10.1080/16161262.2023.2224091,,Unclassified,,LXMU5UXP,07.4 OSINT - SOCMINT,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/LXMU5UXP,https://openalex.org/W4380589859,22.0,True,https://openalex.org/works?filter=cites:W4380589859,2023.0,2026.0,2023.0,https://www.tandfonline.com/doi/pdf/10.1080/16161262.2023.2224091,0.0
10059,"Thinker, Gaoler, Soldier, and Spy: Sir John Peyton (1544–1630) and Early Modern Intelligence-Brokering in the Tower of London",Journal article,https://onlinelibrary.wiley.com/doi/abs/10.1111/1468-229X.13365,"Through analysing local administrative records, state administrative records, and personal correspondence, this article demonstrates how Sir John Peyton's role as Lieutenant of the Tower of London (1597–1603) provides us with a hitherto unexamined opportunity for commissioning, extracting, brokering, and obtaining intelligence. In doing so, it makes the case for re-examining the often-overlooked contribution of Elizabethan and Jacobean administrators to the history of intelligence-gathering in early modern England, here focussing on the position of the Lieutenant of the Tower of London.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/94EQKK5L,2023-06-05,Dannielle Shaw,,History,2023-06-15T06:13:04Z,['DS3WDJUS'],10.1111/1468-229X.13365,,Unclassified,,DS3WDJUS,01.1 Pre-Napoleonic Wars,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/DS3WDJUS,https://openalex.org/W4379798720,1.0,True,https://openalex.org/works?filter=cites:W4379798720,2025.0,2025.0,2023.0,https://research.rug.nl/en/publications/9a0e4ad6-b390-42c1-bad5-711c7ea15732,2.0
10060,Assessing intelligence oversight: the case of Sweden,Journal article,https://doi.org/10.1080/02684527.2023.2222534,"The study of intelligence oversight captures the inherently political nature of secret intelligence. However, many studies of intelligence oversight adopt rather instrumentalist views that omit important political aspects of the policy process. Typically, these studies focus on obstacles to effective oversight. This article discusses how the effectiveness of oversight can be assessed by applying broad evaluative categories that contain programmatic, process-related, political, and durability dimensions. Empirically, the study probes the case of Sweden as an illustration. Swedish oversight arrangements have on balance been successful in some dimensions, particularly the programmatic dimension, which arguably also contributed to its relative longevity.",https://www.zotero.org/groups/intelarchive_intelligence_studies_database/items/TR4F92YP,2023-06-11,Dan Hansén,Routledge,Intelligence and National Security,2023-06-12T12:55:26Z,"['AZ3BZ9BR', 'DVEM4H4W']",10.1080/02684527.2023.2222534,,Unclassified,,AZ3BZ9BR,14 Global intelligence,https://www.zotero.org/groups/intelarchive_intelligence_studies_database/collections/AZ3BZ9BR,https://openalex.org/W4380263792,3.0,True,https://openalex.org/works?filter=cites:W4380263792,2024.0,2026.0,2023.0,https://www.tandfonline.com/doi/pdf/10.1080/02684527.2023.2222534?needAccess=true&role=button,1.0
